subSampleID,amountSubSampled,subSampleTotal,subSampleExpansionCoef,subSampleMethod,sampleID,vesselID,vesselSerialNumber,dateCollect,timeCollect,ESTorEDT,netMesh,netDiameter,towDirection,towDepthStart,towDepthEnd,waterLayer,stationDepth,stationID,repID,flowMeterID,flowMeterRevolutions,flowMeterCalibration,collectedBy,preservationTechnique,sampleComment,processedBy,processDate,processComment,scopeUsed,species,organismCount,length,sex
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1599,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1981,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chydorus,1,0.2766,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1948,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Acanthocylops,1,0.9864,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1571,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1683,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1806,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.2029,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chydorus,1,0.2482,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chydorus,1,0.2418,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chydorus,1,0.2472,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1749,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chydorus,1,0.2292,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1666,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1548,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1601,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chydorus,1,0.2383,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chydorus,1,0.2414,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.2085,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.1935,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.175,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chydorus,1,0.2829,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Simocephalus,1,1.0399,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.2075,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Chaoborus,1,0.6972,NA
,8,100,,,LT7_H2_25_08_2023,,,25_08_2023,,,,,,,,,,,,,,,,,,Samantha Gonsalves,19_03_2024,,UVM_SZX7,Nauplii,1,0.2032,NA
